test_name,case_id,config_path,cycles,finished,passed,output_dir,error
triangle.bin,dcache_4kb_2b8w_icache_64kb,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/config/sweeps/dcache_4kb_2b8w_icache_64kb.toml,3478090,True,True,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/results/sweeps/phase_a/triangle/dcache_4kb_2b8w_icache_64kb,
triangle.bin,dcache_4kb_4b4w_icache_64kb,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/config/sweeps/dcache_4kb_4b4w_icache_64kb.toml,3518539,True,True,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/results/sweeps/phase_a/triangle/dcache_4kb_4b4w_icache_64kb,
triangle.bin,dcache_4kb_8b2w_icache_64kb,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/config/sweeps/dcache_4kb_8b2w_icache_64kb.toml,3481964,True,True,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/results/sweeps/phase_a/triangle/dcache_4kb_8b2w_icache_64kb,
triangle.bin,dcache_16kb_2b8w_icache_64kb,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/config/sweeps/dcache_16kb_2b8w_icache_64kb.toml,3469865,True,True,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/results/sweeps/phase_a/triangle/dcache_16kb_2b8w_icache_64kb,
triangle.bin,dcache_16kb_4b4w_icache_64kb,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/config/sweeps/dcache_16kb_4b4w_icache_64kb.toml,3511348,True,True,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/results/sweeps/phase_a/triangle/dcache_16kb_4b4w_icache_64kb,
triangle.bin,dcache_16kb_8b2w_icache_64kb,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/config/sweeps/dcache_16kb_8b2w_icache_64kb.toml,3475119,True,True,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/results/sweeps/phase_a/triangle/dcache_16kb_8b2w_icache_64kb,
triangle.bin,dcache_64kb_2b8w_icache_64kb,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/config/sweeps/dcache_64kb_2b8w_icache_64kb.toml,3434265,True,True,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/results/sweeps/phase_a/triangle/dcache_64kb_2b8w_icache_64kb,
triangle.bin,dcache_64kb_4b4w_icache_64kb,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/config/sweeps/dcache_64kb_4b4w_icache_64kb.toml,3475070,True,True,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/results/sweeps/phase_a/triangle/dcache_64kb_4b4w_icache_64kb,
triangle.bin,dcache_64kb_8b2w_icache_64kb,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/config/sweeps/dcache_64kb_8b2w_icache_64kb.toml,3433185,True,True,/home/shay/a/zhan4650/Desktop/gpu_seniorDesign/cardinal/gpu/results/sweeps/phase_a/triangle/dcache_64kb_8b2w_icache_64kb,
